Objective function:  1e+50 10 31 1e+50
Objective function:  53.755459 9 36 53.777959
Objective function:  53.755459 11 33 53.777459
Objective function:  53.755459 5 31 53.773459
Objective function:  53.755459 7 45 53.781459000000005
Objective function:  40.263397 7 40 40.286896999999996
Objective function:  53.755459 7 44 53.780959
Objective function:  8.217505 4 44 8.241504999999998
Objective function:  53.755459 7 65 53.791459
Objective function:  1e+50 7 56 1e+50
Objective function:  2.956722 6 34 2.976722
Objective function:  7.074076 7 47 7.101076
Objective function:  53.755459 6 35 53.775959
Objective function:  40.263397 6 31 40.281897
Objective function:  53.755459 5 40 53.777959
Objective function:  53.755459 3 35 53.774459
Objective function:  1e+50 7 35 1e+50
Objective function:  1.475487 6 57 1.506987
Objective function:  4.101702 2 65 4.1352020000000005
Objective function:  1e+50 11 48 1e+50
Objective function:  1.573529 7 49 1.601529
Objective function:  1.573316 6 39 1.595816
Objective function:  1.553354 8 40 1.577354
Objective function:  53.755459 4 40 53.777459
Objective function:  1.571589 7 37 1.593589
Objective function:  3.424864 4 51 3.4523639999999998
Objective function:  0.513839 4 49 0.540339
Objective function:  1.56766 7 46 1.59416
Objective function:  1.078314 8 38 1.101314
Objective function:  53.755459 8 42 53.780459
Objective function:  1.614215 7 33 1.634215
Objective function:  2.469512 5 32 2.488012
Objective function:  1.56213 3 46 1.58663
Objective function:  3.703379 5 43 3.727379
Objective function:  1.99684 4 30 2.01384
Objective function:  1.549591 10 51 1.580091
Objective function:  1.51807 6 42 1.54207
Objective function:  32.777035 11 32 32.798535
Objective function:  1e+50 5 48 1e+50
Objective function:  1.433391 8 41 1.457891
Objective function:  1.540391 9 35 1.562391
Objective function:  1.61185 7 47 1.63885
Objective function:  0.740744 12 23 0.7582439999999999
Objective function:  1e+50 7 47 1e+50
Objective function:  0.501784 7 36 0.523284
Objective function:  53.755459 11 33 53.777459
Objective function:  1.55572 10 40 1.58072
Objective function:  1.507459 7 44 1.5329590000000002
Objective function:  1.570777 10 39 1.595277
Objective function:  53.755459 8 50 53.784459000000005
Objective function:  1.464846 8 57 1.497346
Objective function:  18.423338 13 45 18.452338
Objective function:  5.204299 9 35 5.226299
Objective function:  1.572285 10 40 1.5972849999999998
Objective function:  28.711088 10 40 28.736088
Objective function:  0.505446 8 36 0.527446
Objective function:  1.164897 10 46 1.192897
Objective function:  15.009086 8 32 15.029086
Objective function:  4.00556 9 41 4.03056
Objective function:  0.467141 10 37 0.490641
Objective function:  2.974486 5 46 2.9999860000000003
Objective function:  1.551675 8 40 1.575675
Objective function:  1.3869 13 31 1.4089
Objective function:  1e+50 4 38 1e+50
Objective function:  1.755726 5 41 1.7787259999999998
Objective function:  2.32591 7 25 2.34191
Objective function:  34614488.0 6 47 34614488.0265
Objective function:  1.536133 4 46 1.5611329999999999
Objective function:  1e+50 11 49 1e+50
Objective function:  1e+50 5 35 1e+50
Objective function:  53.755459 7 31 53.774459
Objective function:  1e+50 8 51 1e+50
Objective function:  1e+50 7 29 1e+50
Objective function:  53.755459 4 29 53.771959
Objective function:  53.755459 5 38 53.776959000000005
Objective function:  0.430723 8 46 0.45772300000000005
Objective function:  1.975833 5 37 1.9968329999999999
Objective function:  53.755459 6 41 53.778959
Objective function:  53.755459 9 36 53.777959
Objective function:  53.755459 7 47 53.782459
Objective function:  61.186916 3 41 61.208915999999995
Objective function:  1.609904 11 41 1.635904
Objective function:  1e+50 9 29 1e+50
Objective function:  17.145205 12 45 17.173705
Objective function:  1e+50 8 45 1e+50
Objective function:  53.755459 6 50 53.783459
Objective function:  1.612928 7 36 1.634428
Objective function:  1.657454 7 42 1.681954
Objective function:  1.800563 8 32 1.820563
Objective function:  17.553215 11 50 17.583715
Objective function:  2.513725 4 38 2.534725
Objective function:  1.886947 6 59 1.919447
Objective function:  53.755459 7 29 53.773459
Objective function:  1.909858 8 60 1.943858
Objective function:  53.755459 9 36 53.777959
Objective function:  53.755459 6 47 53.781959
Objective function:  53.755459 8 37 53.777959
Objective function:  23.222267 9 52 23.252767
Objective function:  2.200634 11 45 2.228634
Objective function:  1e+50 6 45 1e+50
Objective function:  1e+50 9 53 1e+50
Objective function:  1.079218 12 39 1.104718
Objective function:  1.571793 9 41 1.596793
Objective function:  1.951553 6 34 1.971553
Objective function:  0.571546 9 42 0.597046
Objective function:  1.583863 8 33 1.604363
Objective function:  53.755459 9 40 53.779959000000005
Objective function:  2.395673 7 42 2.420173
Objective function:  17.41754 7 37 17.439539999999997
Objective function:  1268641.5 1 50 1268641.5255
Objective function:  1.571562 9 38 1.595062
Objective function:  0.57843 8 57 0.61093
Objective function:  0.757636 11 44 0.785136
Objective function:  9.580791 11 44 9.608291
Objective function:  53.755459 8 34 53.776459
Objective function:  53.755459 4 46 53.780459
Objective function:  13.542619 5 37 13.563619000000001
Objective function:  0.509003 7 45 0.535003
Objective function:  1.282825 9 36 1.305325
Objective function:  2.082214 8 30 2.101214
Objective function:  53.755459 9 36 53.777959
Objective function:  1e+50 6 43 1e+50
Objective function:  0.586741 8 53 0.6172409999999999
Objective function:  3.173249 2 49 3.1987490000000003
Objective function:  1e+50 4 54 1e+50
Objective function:  53.755459 7 39 53.778459000000005
Objective function:  1e+50 5 46 1e+50
Objective function:  53.755459 8 31 53.774959
Objective function:  53.755459 5 40 53.777959
Objective function:  1.08327 5 52 1.11177
Objective function:  1.565588 11 29 1.585588
Objective function:  15.675884 10 37 15.699384
Objective function:  15.102433 13 37 15.127433
Objective function:  1.496832 4 36 1.516832
Objective function:  1e+50 11 32 1e+50
Objective function:  0.824434 10 35 0.846934
Objective function:  1.572847 9 46 1.6003470000000002
Objective function:  1.466765 10 45 1.4942650000000002
Objective function:  53.755459 5 50 53.782959000000005
Objective function:  1.459922 11 25 1.477922
Objective function:  3.539065 4 42 3.562065
Objective function:  1.566286 7 62 1.600786
Objective function:  1.964006 9 40 1.9885059999999999
Objective function:  53.755459 5 54 53.784959
Objective function:  53.755459 9 38 53.778959
Objective function:  19.431017 1 33 19.448017
Objective function:  1.562948 8 46 1.589948
Objective function:  1.924589 8 40 1.9485890000000001
Objective function:  25.200893 8 21 25.215393000000002
Objective function:  1.743864 4 37 1.764364
Objective function:  17.318419 9 30 17.337919
Objective function:  1e+50 6 44 1e+50
Objective function:  9.046804 8 41 9.071304
Objective function:  0.841207 4 47 0.866707
Objective function:  1.552306 12 30 1.5733059999999999
Objective function:  53.755459 7 48 53.782959000000005
Objective function:  0.406097 8 37 0.428597
Objective function:  4.515924 4 53 4.544424
Objective function:  1.548705 10 33 1.570205
Objective function:  307.318237 3 59 307.349237
Objective function:  53.755459 6 21 53.768959
Objective function:  1.536143 6 62 1.570143
Objective function:  124.876877 2 45 124.90037699999999
Objective function:  53.755459 8 37 53.777959
Objective function:  1e+50 6 54 1e+50
Objective function:  19.998625 10 33 20.020125
Objective function:  0.87018 9 49 0.89918
Objective function:  2.406935 6 29 2.424435
Objective function:  1.740492 7 35 1.7614919999999998
Objective function:  40.263397 5 55 40.293397
Objective function:  1.541146 8 40 1.565146
Objective function:  1.570677 9 36 1.593177
Objective function:  2.838634 3 41 2.8606339999999997
Objective function:  1e+50 4 32 1e+50
Objective function:  53.755459 9 38 53.778959
Objective function:  3.512429 3 55 3.541429
Objective function:  1.551359 11 48 1.580859
Objective function:  0.344702 7 36 0.366202
Objective function:  22.005873 11 36 22.029373
Objective function:  0.657328 6 26 0.673328
Objective function:  3.243705 12 66 3.282705
Objective function:  53.755459 9 41 53.780459
Objective function:  1.570377 9 36 1.5928769999999999
Objective function:  53.755459 8 31 53.774959
Objective function:  1.602091 4 34 1.6210909999999998
Objective function:  53.755459 8 44 53.781459000000005
Objective function:  1.839423 9 50 1.8689230000000001
Objective function:  1.574146 9 30 1.5936460000000001
Objective function:  35.396275 10 34 35.418275
Objective function:  27.041759 9 41 27.066758999999998
Objective function:  53.755459 8 24 53.771459
Objective function:  3.200401 7 50 3.228901
Objective function:  40.263397 3 36 40.282897
Objective function:  1.568496 8 31 1.587996
Objective function:  20.694315 12 35 20.717814999999998
Objective function:  25.456301 8 40 25.480301
Objective function:  0.828339 12 47 0.857839
Objective function:  38.401695 13 32 38.424195
Objective function:  1887375.0 4 42 1887375.023
Objective function:  53.755459 11 41 53.781459000000005
Objective function:  1.844796 10 50 1.8747960000000001
Objective function:  2.831759 3 55 2.860759
Objective function:  0.709909 5 41 0.732909
Objective function:  1.572078 5 40 1.594578
Objective function:  0.55577 10 57 0.58927
Objective function:  22.215332 9 37 22.238332
Objective function:  53.755459 5 51 53.783459
Objective function:  53.755459 7 34 53.775959
Objective function:  1e+50 5 42 1e+50
Objective function:  1.523643 8 48 1.551643
Objective function:  40.263397 8 39 40.286896999999996
Objective function:  1e+50 7 30 1e+50
Objective function:  1.991594 4 36 2.011594
Objective function:  1.273072 10 49 1.302572
