Objective function:  1e+50 10 31 1e+50
Objective function:  53.755 5 31 89.755
Objective function:  53.755 7 45 105.755
Objective function:  53.755 9 36 98.755
Objective function:  53.755 11 33 97.755
Objective function:  40.263 7 40 87.263
Objective function:  53.755 7 44 104.755
Objective function:  8.218 4 44 56.218
Objective function:  53.755 7 65 125.755
Objective function:  1e+50 7 56 1e+50
Objective function:  2.957 6 34 42.957
Objective function:  7.074 7 47 61.074
Objective function:  53.755 6 35 94.755
Objective function:  40.263 6 31 77.263
Objective function:  53.755 5 40 98.755
Objective function:  53.755 3 35 91.755
Objective function:  1e+50 7 35 1e+50
Objective function:  1.475 6 57 64.475
Objective function:  4.102 2 65 71.102
Objective function:  1e+50 11 48 1e+50
Objective function:  1.574 7 49 57.574
Objective function:  1.573 6 39 46.573
Objective function:  1.553 8 40 49.553
Objective function:  53.755 4 40 97.755
Objective function:  1.572 7 37 45.572
Objective function:  3.425 4 51 58.425
Objective function:  0.514 4 49 53.514
Objective function:  1.568 7 46 54.568
Objective function:  1.078 8 38 47.078
Objective function:  53.755 8 42 103.755
Objective function:  1.614 7 33 41.614
Objective function:  1.562 3 46 50.562
Objective function:  2.47 5 32 39.47
Objective function:  3.703 5 43 51.703
Objective function:  1.997 4 30 35.997
Objective function:  1.55 10 51 62.55
Objective function:  1.518 6 42 49.518
Objective function:  32.777 11 32 75.777
Objective function:  1e+50 5 48 1e+50
Objective function:  1.433 8 41 50.433
Objective function:  1.54 9 35 45.54
Objective function:  1.612 7 47 55.612
Objective function:  0.741 12 23 35.741
Objective function:  1e+50 7 47 1e+50
Objective function:  0.502 7 36 43.502
Objective function:  53.755 11 33 97.755
Objective function:  1.556 10 40 51.556
Objective function:  1.507 7 44 52.507
Objective function:  53.755 8 50 111.755
Objective function:  1.571 10 39 50.571
Objective function:  18.423 13 45 76.423
Objective function:  1.465 8 57 66.465
Objective function:  1.572 10 40 51.572
Objective function:  5.204 9 35 49.204
Objective function:  0.505 8 36 44.505
Objective function:  28.711 10 40 78.711
Objective function:  1.165 10 46 57.165
Objective function:  2.974 5 46 53.974000000000004
Objective function:  15.009 8 32 55.009
Objective function:  0.467 10 37 47.467
Objective function:  1.552 8 40 49.552
Objective function:  4.006 9 41 54.006
Objective function:  1.387 13 31 45.387
Objective function:  2.326 7 25 34.326
Objective function:  1e+50 4 38 1e+50
Objective function:  1.756 5 41 47.756
Objective function:  34614488.0 6 47 34614541.0
Objective function:  1.536 4 46 51.536
Objective function:  1e+50 11 49 1e+50
Objective function:  53.755 7 31 91.755
