Objective function:  1e+50 10 31 1e+50
Objective function:  53.547431800000005 5 31 71.5474318
Objective function:  53.547431800000005 11 33 75.5474318
Objective function:  53.547431800000005 9 36 76.0474318
Objective function:  40.121124599999995 7 40 63.621124599999995
Objective function:  1e+50 7 56 1e+50
Objective function:  53.547431800000005 7 45 79.5474318
Objective function:  53.547431800000005 7 44 79.0474318
Objective function:  5.2322576000000005 4 44 29.2322576
Objective function:  0.7008890999999999 4 49 27.2008891
Objective function:  3e+49 11 48 3e+49
Objective function:  53.547431800000005 7 65 89.5474318
Objective function:  1.5094074000000002 7 37 23.5094074
Objective function:  0.7913586 7 36 22.2913586
Objective function:  1.0000000000000001e+49 6 57 1.0000000000000001e+49
Objective function:  2.0209047 6 34 22.0209047
Objective function:  1.6867711 3 46 26.1867711
Objective function:  1.5021969000000002 9 35 23.5021969
Objective function:  1.6157769000000002 7 33 21.6157769
Objective function:  40.121124599999995 6 31 58.621124599999995
Objective function:  53.547431800000005 6 35 74.0474318
Objective function:  53.547431800000005 3 35 72.5474318
Objective function:  53.547431800000005 5 40 76.0474318
Objective function:  1.5036812 7 44 27.0036812
Objective function:  1.5298658 8 57 34.0298658
Objective function:  1e+50 7 35 1e+50
Objective function:  0.8062767 12 23 18.3062767
Objective function:  1.5085797 7 46 28.0085797
Objective function:  1.0000000000000001e+49 7 49 1.0000000000000001e+49
Objective function:  1.5032297999999997 8 40 25.5032298
Objective function:  2.0000000000000002e+49 6 39 2.0000000000000002e+49
Objective function:  2.4587442 4 51 29.958744199999998
Objective function:  1.1709410999999998 8 38 24.1709411
Objective function:  53.547431800000005 4 40 75.5474318
Objective function:  53.547431800000005 8 42 78.5474318
Objective function:  1.5514532 6 42 25.5514532
Objective function:  1.4672835 4 30 18.4672835
Objective function:  1.9541395000000001 5 43 25.9541395
Objective function:  1.5009328 13 31 23.5009328
Objective function:  83.4511698 3 41 105.4511698
Objective function:  1.6528815000000001 7 47 28.6528815
Objective function:  1.5074857 10 39 26.0074857
Objective function:  1.0000000000000001e+49 10 51 1.0000000000000001e+49
Objective function:  4.0000000000000003e+49 8 45 4.0000000000000003e+49
Objective function:  1.5705167000000002 7 25 17.5705167
Objective function:  0.8511159999999999 5 32 19.351116
Objective function:  0.7353065 2 65 34.2353065
Objective function:  1.2279586999999998 8 41 25.7279587
Objective function:  1.0000000000000001e+49 10 40 1.0000000000000001e+49
Objective function:  1e+50 5 48 1e+50
Objective function:  1.5355364999999999 7 47 28.5355365
Objective function:  1e+50 7 47 1e+50
Objective function:  1.4976383 9 41 26.4976383
Objective function:  1.509477 10 40 26.509477
Objective function:  1.4982138999999999 9 35 23.4982139
Objective function:  53.547431800000005 11 33 75.5474318
Objective function:  32.610580399999996 11 32 54.110580399999996
Objective function:  0.5586886999999999 10 37 24.0586887
Objective function:  53.547431800000005 8 50 82.5474318
Objective function:  1.5032801 8 40 25.5032801
Objective function:  0.5730852 8 46 27.5730852
Objective function:  4.0000000000000003e+49 11 49 4.0000000000000003e+49
Objective function:  0.5544604 8 36 22.5544604
Objective function:  1.0858627 10 46 29.0858627
Objective function:  7.900904700000001 13 45 36.9009047
Objective function:  1e+50 4 38 1e+50
Objective function:  1.5616919999999999 5 41 24.561692
Objective function:  2.0695326 5 46 27.5695326
Objective function:  1.5020789 11 45 29.5020789
Objective function:  1.8842757999999997 4 38 22.8842758
Objective function:  1e+50 8 51 1e+50
Objective function:  1.5336967 8 32 21.5336967
Objective function:  1.9293306000000001 8 30 20.9293306
Objective function:  53.547431800000005 7 31 72.5474318
Objective function:  1.3113042 4 46 26.3113042
Objective function:  1.6881653 5 37 22.6881653
Objective function:  1.6162328 8 32 21.6162328
Objective function:  1e+50 5 35 1e+50
Objective function:  53.547431800000005 4 29 70.0474318
Objective function:  1.532425 9 36 24.032425
Objective function:  26.610135300000003 10 40 51.6101353
Objective function:  53.547431800000005 5 38 75.0474318
Objective function:  1.5461688999999998 11 41 27.5461689
Objective function:  1e+50 7 29 1e+50
Objective function:  1.0000000000000001e+49 9 42 1.0000000000000001e+49
Objective function:  53.547431800000005 6 41 77.0474318
Objective function:  1.5085301 9 41 26.5085301
Objective function:  53.547431800000005 9 36 76.0474318
Objective function:  53.547431800000005 7 47 80.5474318
Objective function:  1e+50 9 29 1e+50
Objective function:  46468.1101562 6 47 46494.6101562
Objective function:  1.5902246999999998 7 36 23.0902247
Objective function:  53.547431800000005 6 50 81.5474318
Objective function:  1.6219164 7 42 26.1219164
Objective function:  5e+49 12 39 5e+49
Objective function:  10.831763999999998 12 45 39.331764
Objective function:  1e+50 8 60 1e+50
Objective function:  0.5734273 7 45 26.5734273
Objective function:  1.6624822 6 59 34.1624822
Objective function:  53.547431800000005 7 29 71.5474318
Objective function:  53.547431800000005 9 36 76.0474318
Objective function:  3.3858607999999997 11 50 33.8858608
Objective function:  1.0000000000000001e+49 8 53 1.0000000000000001e+49
Objective function:  53.547431800000005 8 37 76.0474318
Objective function:  53.547431800000005 6 47 80.0474318
Objective function:  7e+49 10 35 7e+49
Objective function:  1e+50 6 45 1e+50
Objective function:  1e+50 9 53 1e+50
Objective function:  51925.8987305 1 50 51951.3987305
Objective function:  0.8241619 11 44 28.3241619
Objective function:  16.2217557 5 37 37.2217557
Objective function:  1.6638519999999999 6 34 21.663852
Objective function:  1.5047371999999999 9 38 25.0047372
Objective function:  1.5262876 8 33 22.0262876
Objective function:  1.0000000000000001e+49 8 57 1.0000000000000001e+49
Objective function:  53.547431800000005 9 40 78.0474318
Objective function:  1.0652347999999998 9 40 25.5652348
Objective function:  8.000000000000001e+49 5 52 8.000000000000001e+49
Objective function:  1.8505224000000002 7 42 26.3505224
Objective function:  6.0245026 7 37 28.024502599999998
Objective function:  53.547431800000005 8 34 74.5474318
Objective function:  1.5001589 10 45 29.0001589
Objective function:  1.8770422 4 37 22.377042199999998
Objective function:  1.5070818999999998 11 29 21.5070819
Objective function:  53.547431800000005 4 46 78.5474318
Objective function:  53.547431800000005 9 36 76.0474318
Objective function:  1.6961408000000002 11 44 29.196140800000002
Objective function:  1.5228496000000002 11 32 23.0228496
Objective function:  1.9410195000000001 2 49 27.4410195
Objective function:  1e+50 6 43 1e+50
Objective function:  1e+50 4 54 1e+50
Objective function:  53.547431800000005 7 39 76.5474318
Objective function:  1.0000000000000001e+49 5 46 1.0000000000000001e+49
Objective function:  0.8501566 9 49 29.8501566
Objective function:  53.547431800000005 8 31 73.0474318
Objective function:  1.5101999000000002 9 46 29.0101999
