Objective function:  1e+50 10 31 1e+50
Objective function:  52.5718403 5 31 52.5754403
Objective function:  52.5718403 11 33 52.576240299999995
Objective function:  2.8139130000000003 6 34 2.8179130000000003
Objective function:  52.5718403 9 36 52.5763403
Objective function:  9.718414800000001 7 47 9.723814800000001
Objective function:  1e+50 7 56 1e+50
Objective function:  52.5718403 7 45 52.5770403
Objective function:  52.5718403 7 44 52.5769403
Objective function:  39.307232600000006 7 40 39.311932600000006
Objective function:  7.886224899999999 4 44 7.8910249
Objective function:  5e+49 11 48 5e+49
Objective function:  1.4207207 7 36 1.4250207
Objective function:  1.8826432 7 37 1.8870432
Objective function:  52.5718403 7 65 52.579040299999996
Objective function:  1.8539930999999998 9 35 1.8583930999999998
Objective function:  1.9482406 7 33 1.9522406
Objective function:  1.0000000000000001e+49 6 57 1.0000000000000001e+49
Objective function:  1.8732134999999999 7 44 1.8783135
Objective function:  1.7927992 3 46 1.7976991999999998
Objective function:  1.0131012 12 23 1.0166012
Objective function:  39.307232600000006 6 31 39.31093260000001
Objective function:  52.5718403 6 35 52.5759403
Objective function:  1.8496116999999999 8 57 1.8561116999999998
Objective function:  1e+50 7 35 1e+50
Objective function:  52.5718403 3 35 52.575640299999996
Objective function:  52.5718403 5 40 52.5763403
Objective function:  1.8816232999999998 7 49 1.8872232999999998
Objective function:  1.3877792 8 38 1.3923792
Objective function:  1.8780467 7 46 1.8833467000000002
Objective function:  1.8656827999999996 8 40 1.8704827999999996
Objective function:  1.8799006999999999 6 39 1.8844006999999998
Objective function:  1.0000000000000001e+49 4 49 1.0000000000000001e+49
Objective function:  3.1693162999999998 4 51 3.1748163
Objective function:  52.5718403 4 40 52.576240299999995
Objective function:  2.9204738999999997 5 43 2.9252738999999996
Objective function:  52.5718403 8 42 52.5768403
Objective function:  1.8993790000000002 6 42 1.904179
Objective function:  2.0421002 2 65 2.0488002
Objective function:  2.5269301000000004 4 30 2.5303301000000005
Objective function:  1.8290849999999998 13 31 1.8334849999999998
Objective function:  86.817462 3 41 86.82186200000001
Objective function:  1.8806384 10 39 1.8855384
Objective function:  1.8592744000000003 10 51 1.8653744000000003
Objective function:  1.9254276000000001 7 25 1.9286276000000002
Objective function:  1.8334337 9 41 1.8384337
Objective function:  1.6912122 8 41 1.6961122
Objective function:  1.8454156999999998 8 45 1.8507156999999999
Objective function:  1e+50 5 48 1e+50
Objective function:  1.8681069000000001 10 40 1.8731069
Objective function:  1e+50 7 47 1e+50
Objective function:  1.9361211999999999 7 47 1.9415212
Objective function:  1.1914668000000002 5 32 1.1951668000000002
Objective function:  1.8355381999999998 9 35 1.8399381999999997
Objective function:  52.5718403 11 33 52.576240299999995
Objective function:  1.8812631 10 40 1.8862630999999999
Objective function:  52.5718403 8 50 52.5776403
Objective function:  31.895677499999998 11 32 31.8999775
Objective function:  1.8454433000000001 11 45 1.8510433000000002
Objective function:  1.8622096 8 40 1.8670095999999998
Objective function:  7e+49 11 49 7e+49
Objective function:  1.8432638000000001 4 46 1.8482638
Objective function:  0.8374107000000001 8 36 0.8418107
Objective function:  1.4341810000000002 10 46 1.4397810000000002
Objective function:  2.0111730000000003 5 41 2.0157730000000003
Objective function:  2.765402 5 46 2.770502
Objective function:  7.683062800000002 13 45 7.688862800000002
Objective function:  1.0000000000000001e+49 8 46 1.0000000000000001e+49
Objective function:  2.3752481 8 30 2.3790481
Objective function:  1e+50 4 38 1e+50
